iter	RMSE
242	0.8974427797
243	0.8956003476
244	0.8948621948
245	0.8925369388
246	0.8900398312
247	0.8879654897
248	0.8863651775
249	0.883028183
250	0.8789863824
251	0.8763680987
252	0.8741068946
253	0.8729078062
254	0.8703086583
255	0.8683256643
256	0.8667634276
257	0.8651964588
258	0.8630044929
259	0.8618892988
260	0.8596864766
261	0.8567920067
262	0.8554922132
263	0.8538935989
264	0.8498802977
265	0.8479029452
266	0.8453621178
267	0.8426926509
268	0.8401092087
269	0.839378965
270	0.837660833
271	0.8354265158
272	0.8340955035
273	0.8310531221
274	0.8277649259
275	0.8258659751
276	0.8249455483
277	0.8221909984
278	0.8201746779
279	0.8174973124
280	0.8162660616
281	0.8137894008
282	0.8121030981
283	0.8093148485
284	0.8070968386
285	0.8053504623
286	0.804313996
287	0.8019775372
288	0.800862526
289	0.7992579726
290	0.7977236523
291	0.7955742049
292	0.7945447441
293	0.7924208513
294	0.7903197693
295	0.7895346381
296	0.7874933964
297	0.7854456383
298	0.7833275296
299	0.7816373614
300	0.7798359216
301	0.7788856629
302	0.7772898192
303	0.7761699851
304	0.7743049718
305	0.7729585892
306	0.771430308
307	0.7699211239
308	0.7685272069
309	0.7665897126
310	0.7652192859
311	0.7629824715
312	0.7611068937
313	0.7603217098
314	0.7586698167
315	0.7560229917
316	0.7542555
317	0.751756905
318	0.7507630055
319	0.7495274619
320	0.7488316405
321	0.7475179635
322	0.7454109217
323	0.7445068873
324	0.7421108832
325	0.7402803924
326	0.7389504883
327	0.7366783854
328	0.7347547048
329	0.7332692109
330	0.7302081368
331	0.7269623764
332	0.7256752956
333	0.7240636999
334	0.7222705526
335	0.720577856
336	0.7192247331
337	0.7179178003
338	0.7172928056
339	0.7153973951
340	0.7140679435
341	0.7118637612
342	0.7089409263
343	0.7069338643
344	0.7047354931
345	0.7019830921
346	0.7005445247
347	0.6988768725
348	0.6970807028
349	0.6955399776
350	0.6945059647
351	0.69402153
352	0.6922147558
353	0.6907914193
354	0.6896121045
355	0.6880981498
356	0.6868808826
357	0.6863644976
358	0.6850036089
359	0.6828612737
360	0.6819612996
361	0.6793168587
362	0.6781383786
363	0.6774048669
364	0.6760613616
365	0.6748913552
366	0.6742533405
367	0.6723159382
368	0.6709233354
369	0.6699356716
370	0.6692911701
371	0.6681411617
372	0.6653905615
373	0.6642562167
374	0.663604778
375	0.6624037048
376	0.6600074333
377	0.6577050238
378	0.6573414112
379	0.6558376724
380	0.654814435
381	0.6538002869
382	0.6522667432
383	0.6509251573
384	0.6495011306
385	0.6486695861
386	0.6476962344
387	0.646898913
388	0.6453464224
389	0.6443901374
390	0.643124025
391	0.641948821
392	0.6390619285
393	0.6375299212
394	0.6353499228
395	0.6346271055
396	0.6324685694
397	0.6315517705
398	0.6307012475
399	0.629319305
400	0.6279138536
401	0.6272336605
402	0.6266639786
403	0.6256746412
404	0.6232654532
405	0.6219772976
406	0.620696249
407	0.6192382436
408	0.6174448984
409	0.616351484
410	0.6148925601
411	0.6137337208
412	0.6124813009
413	0.6112065787
414	0.6104809266
415	0.6098650425
416	0.6091616283
417	0.6086755231
418	0.6069579074
419	0.6063079121
420	0.6052688601
421	0.6043070911
422	0.6025942173
423	0.6018153201
424	0.6001661787
425	0.5987927791
426	0.5976383372
427	0.5967805162
428	0.5947589724
429	0.5932124934
430	0.5925260543
431	0.5919263252
432	0.5915860164
433	0.5902223498
434	0.5890795852
435	0.587729985
436	0.5863976633
437	0.5855921289
438	0.5850769033
439	0.5834103162
440	0.5824093349
441	0.58046039
442	0.5796874387
443	0.5775079225
444	0.5761036871
445	0.574022053
446	0.573271029
447	0.5719988312
448	0.5702350291
449	0.5690376164
450	0.5676380476
451	0.5672156346
452	0.5664781006
453	0.5655437251
454	0.5649626349
455	0.5635063316
456	0.5627788009
457	0.5607270906
458	0.558644948
459	0.5581866237
460	0.5565923489
461	0.554760921
462	0.5537219363
463	0.5526893335
464	0.5511842525
465	0.5495490171
466	0.5490681751
467	0.5476617998
468	0.5468268609
469	0.5455154905
470	0.5444531863
471	0.5429577785
472	0.5416613739
473	0.5405926007
474	0.538969074
475	0.5380103483
476	0.5368099567
477	0.5354344481
478	0.5348199915
479	0.5338170501
480	0.5324334442
481	0.5308176134
482	0.529530866
483	0.5276084347
484	0.5264836992
485	0.5254263125
486	0.5248914447
487	0.5242605675
488	0.5237685312
489	0.5228375548
490	0.5222711512
491	0.5216089384
492	0.5205747688
493	0.5193922925
494	0.5183217181
495	0.5170910183
496	0.5162233939
497	0.5153028734
498	0.5140799662
499	0.513668084
500	0.5128457627
501	0.5112707148
502	0.5104512715
503	0.5090113213
504	0.5086523418
505	0.5078485338
506	0.5072615079
507	0.506519347
508	0.5054300958
509	0.5042122648
510	0.5033100278
511	0.5023939044
512	0.5007217379
513	0.4997377261
514	0.4986132708
515	0.4977475116
516	0.4966426237
517	0.4952401712
518	0.4944542569
519	0.4937948878
520	0.4924069009
521	0.4919333397
522	0.4914847716
523	0.4904858775
524	0.489830603
525	0.4890771485
526	0.4877117441
527	0.4863571879
528	0.4854894776
529	0.4850928106
530	0.4843963617
531	0.4835585512
532	0.4824309895
533	0.4815290602
534	0.4812286421
535	0.480321436
536	0.4793838027
537	0.4784723462
538	0.4776114871
539	0.476843239
540	0.4760198563
541	0.4752988705
542	0.4749687095
543	0.4743007055
544	0.4738374364
545	0.4726694459
546	0.471866188
547	0.4703430626
548	0.4697563897
549	0.4686866422
550	0.4679317864
551	0.4666180746
552	0.4656395061
553	0.464499873
554	0.463391091
555	0.46261918
556	0.4617272048
557	0.4605899188
558	0.4592784806
559	0.458548824
560	0.4580321945
561	0.4573696244
562	0.4564517973
563	0.4550259704
564	0.4545023937
565	0.4532675174
566	0.4524841552
567	0.4516974055
568	0.4506010339
569	0.4499843103
570	0.4487787967
571	0.4480625191
572	0.4472037729
573	0.4462125115
574	0.4453837143
575	0.4448719822
576	0.444244869
577	0.4432209074
578	0.4424508022
579	0.4416435692
580	0.4412647802
581	0.4402266963
582	0.4390141012
583	0.4378506781
584	0.4373915894
585	0.4369999493
586	0.4361858252
587	0.4348443121
588	0.4344484316
589	0.4335983316
590	0.4320785082
591	0.4307750649
592	0.4301872011
593	0.429716939
594	0.4289592935
595	0.4283804215
596	0.4280679087
597	0.4273044046
598	0.4267343365
599	0.4256771406
600	0.424875342
601	0.4239170129
602	0.4234560036
603	0.4225000097
604	0.4218108004
605	0.4207296582
606	0.4200452844
607	0.4193740641
608	0.4181474513
609	0.4175848813
610	0.417152607
611	0.4164619879
612	0.4157805025
613	0.4150398596
614	0.414096253
615	0.4136785984
616	0.4129209242
617	0.4116879219
618	0.4112151624
619	0.4104502283
620	0.4097781462
621	0.4089018653
622	0.4081101815
623	0.4075668328
624	0.406545687
625	0.4057415979
626	0.4051973452
627	0.4042342658
628	0.4035873639
629	0.403034811
630	0.4026831324
631	0.4017709897
632	0.4013169297
633	0.4003002411
634	0.399847123
635	0.398842245
636	0.3982429867
637	0.3974801889
638	0.3970711661
639	0.396130184
640	0.3954085951
641	0.3943424235
642	0.3937452103
643	0.3933259304
644	0.3923067935
645	0.3917229323
646	0.3911847054
647	0.3907553259
648	0.3903469947
649	0.389545818
650	0.3887148818
651	0.3882088918
652	0.3876084983
653	0.3867100334
654	0.3856789012
655	0.3850069537
656	0.3842575447
657	0.3835262538
658	0.3832795458
659	0.3824898522
660	0.3818051685
661	0.3813442416
662	0.3810428394
663	0.3801706504
664	0.379463589
665	0.3790603189
666	0.3787532007
667	0.3779155509
668	0.3776447995
669	0.376860251
670	0.3762963891
671	0.375658329
672	0.3750395593
673	0.3738975306
674	0.3728245733
675	0.3719383011
676	0.3717179314
677	0.3712075734
678	0.3706799538
679	0.3702284141
680	0.3696702247
681	0.3685743102
682	0.3679561754
683	0.3674517543
684	0.3666889223
685	0.3663870853
686	0.3655587714
687	0.3651172539
688	0.3647659191
689	0.3642864883
690	0.3636184765
691	0.3633236283
692	0.3625954086
693	0.3620357669
694	0.3615203301
695	0.3605645689
696	0.3596270049
697	0.3586571895
698	0.358112013
699	0.3579205955
700	0.3574295966
701	0.3566451714
702	0.3564191266
703	0.3556371256
704	0.3550355204
705	0.3547023747
706	0.3543422169
707	0.3535009083
708	0.3530399861
709	0.3525599071
710	0.3519755242
711	0.3513787721
712	0.3505983994
713	0.3499594406
714	0.349220446
715	0.3486214223
716	0.3482908893
717	0.3477873307
718	0.3472985891
719	0.3471207754
720	0.346655316
721	0.3457382151
722	0.3450150247
723	0.3441754327
724	0.3437790628
725	0.3432197125
726	0.3423814633
727	0.3417202243
728	0.3409880503
729	0.3406541202
730	0.3401819418
731	0.3397541876
732	0.3395323682
733	0.3386744962
734	0.3382937458
735	0.3378992645
736	0.3375269946
737	0.3370639479
738	0.3367349105
739	0.3362543366
740	0.3351622287
741	0.3350156354
742	0.3345928313
743	0.3340026958
744	0.3337177768
745	0.3331244151
746	0.3328378169
747	0.3325207765
748	0.3314315583
749	0.3306576901
750	0.3301344733
751	0.3296215119
752	0.3290135384
753	0.3287407292
754	0.3281761593
755	0.3275621871
756	0.3269834705
757	0.3265677546
758	0.3260455795
759	0.3256886425
760	0.3249603345
761	0.3246491523
762	0.3240059317
763	0.322623361
764	0.3223005377
765	0.3217039441
766	0.3214327705
767	0.3210538399
768	0.3207778384
769	0.3202508611
770	0.3199211278
771	0.3195532318
772	0.3191991223
773	0.3185224705
774	0.318382294
775	0.3179709499
776	0.3173197013
777	0.3171036049
778	0.3163685285
779	0.3156779255
780	0.3150653064
781	0.3142443352
782	0.3136872224
783	0.3131195052
784	0.3125031116
785	0.3120434564
786	0.3112552045
787	0.3109930846
788	0.3100461677
789	0.3096537835
790	0.3091979048
791	0.3083076406
792	0.3079881838
793	0.3077808692
794	0.3071270158
795	0.3066734989
796	0.3062023735
797	0.3059976745
798	0.3054046307
799	0.3047045567
800	0.3041657965
801	0.3037516823
802	0.3032351291
803	0.3029636277
804	0.3022904308
805	0.3019420867
806	0.3015996059
807	0.3010204156
808	0.300417349
809	0.2999386797
810	0.2995170821
811	0.2986318809
812	0.2979030158
813	0.2973829457
814	0.2971828642
815	0.2967013751
816	0.2962509524
817	0.2958089338
818	0.2952658344
819	0.2950765046
820	0.2947694906
821	0.2945303801
822	0.2943542751
823	0.2941898093
824	0.293872968
825	0.2933847534
826	0.2931522051
827	0.2926090874
828	0.2923122506
829	0.2917349409
830	0.2905828459
831	0.2903347931
832	0.2897736928
833	0.2888605982
834	0.2882312473
835	0.2878391286
836	0.2874666722
837	0.2871363985
838	0.2867097895
839	0.2861876936
840	0.2853247356
841	0.2847786745
842	0.284254422
843	0.2839228309
844	0.2836096602
845	0.2827652918
846	0.2820050836
847	0.2817071902
848	0.2814426638
849	0.2812255017
850	0.2809481026
851	0.2808440606
852	0.2805966737
853	0.2801716181
854	0.2796769572
855	0.2791447384
856	0.2785849496
857	0.2782880615
858	0.2779816136
859	0.2776158053
860	0.2774596436
861	0.2765082068
862	0.2759935117
863	0.2757063835
864	0.275224535
865	0.2746773245
866	0.274404685
867	0.2741090619
868	0.2736269245
869	0.2731433407
870	0.2729571255
871	0.2724806466
872	0.2721381872
873	0.2719206154
874	0.2714920962
875	0.2708599232
876	0.2705370007
877	0.2701336201
878	0.2697244794
879	0.2694190983
880	0.2692652477
881	0.2689665586
882	0.2686311841
883	0.2683539836
884	0.2680243588
885	0.2673554976
886	0.2669750033
887	0.2666634095
888	0.2662000025
889	0.265714581
890	0.2655583118
891	0.2653747144
892	0.2650404791
893	0.2646077619
894	0.2642157981
895	0.2639594306
896	0.2635389343
897	0.2631517551
898	0.2630029144
899	0.2628125933
900	0.2623751024
901	0.2618507273
902	0.2614327276
903	0.2609885794
904	0.2605935915
905	0.2602436104
906	0.2597524301
907	0.2594863234
908	0.2592953496
909	0.2589561047
910	0.2587707678
911	0.2583252032
912	0.2581216612
913	0.2577470817
914	0.25757422
915	0.2571458894
916	0.2565436972
917	0.2560235598
918	0.255719383
919	0.2551575516
920	0.2548891916
921	0.2545466562
922	0.2539883836
923	0.2538244275
924	0.2533710247
925	0.2529284532
926	0.2525148853
927	0.2521923121
928	0.2519712033
929	0.2513873138
930	0.250947624
931	0.2506084835
932	0.2499211312
933	0.2495273564
934	0.2491992349
935	0.2488169298
936	0.2484062394
937	0.2479364084
938	0.2475697132
939	0.2470587667
940	0.246855202
941	0.2466702284
942	0.246356288
943	0.2462404642
944	0.2457982009
945	0.2454602955
946	0.2450975603
947	0.2446595184
948	0.2443371728
949	0.2440375726
950	0.243789312
951	0.2434108345
952	0.243105594
953	0.2429944097
954	0.2426553841
955	0.2424747698
956	0.2420237216
957	0.24190538
958	0.2415532633
959	0.2412350254
960	0.240757124
961	0.240266411
962	0.2400707607
963	0.2399785063
964	0.2395951771
965	0.2392970927
966	0.2387066459
967	0.2382579062
968	0.2379896495
969	0.2378128253
970	0.2373244215
971	0.2367946484
972	0.2365783673
973	0.2363049395
974	0.2360097838
975	0.2355960725
976	0.2351804592
977	0.2349419281
978	0.234760686
979	0.2345884222
980	0.2343707942
981	0.2340045548
982	0.2335065241
983	0.2333056161
984	0.2329883589
985	0.2324635004
986	0.232304897
987	0.2319067254
988	0.2317197581
989	0.231450308
990	0.231238399
991	0.2307354593
992	0.2304164952
993	0.230052533
994	0.2295951418
995	0.2292221425
996	0.2289162245
997	0.228387917
998	0.2278539297
999	0.2274845362
